MONTH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED
2023 / 03,01,3991.3,565.2,572.5
2023 / 04,04,3719.7,268.1,431.0
2023 / 05,10,4075.1,342.1,549.5
2023 / 05,11,3120.7,410.2,442.9
2023 / 05,05,4903.7,578.1,684.3
2023 / 05,08,3850.9,404.0,398.2
2023 / 05,02,3147.5,424.8,432.4
2023 / 06,03,4928.4,361.6,510.8
2023 / 06,14,3259.4,242.0,262.0
2023 / 06,02,3146.4,415.7,412.4
2023 / 07,12,7390.4,480.7,942.3
2023 / 07,05,4698.8,555.4,665.0
2023 / 08,11,3062.6,410.1,431.1
2023 / 08,01,4150.2,579.4,584.2
2023 / 10,11,3032.5,421.7,418.9
2023 / 08,08,3866.6,406.8,392.5
2023 / 10,05,4769.8,585.6,654.0
2023 / 11,03,4837.3,357.3,500.5
2023 / 11,13,5334.0,431.8,755.3
2020 / 11,7A,,,
1991 / 02,13,4201.9,,
1991 / 03,11,2886.2,,
1991 / 05,06,2985.3,,
1991 / 05,12,8357.3,,
1991 / 06,07,6559.5,,
1991 / 06,14,2856.0,,
1991 / 07,12,7925.5,,
1991 / 09,07,6054.2,,
1991 / 09,12,6971.6,,
1991 / 11,06,3061.0,,
1991 / 12,08,3465.7,,
1991 / 12,14,2898.8,,
1991 / 12,09,4267.5,,
1992 / 01,01,5793.9,,
1992 / 01,04,4133.0,,
1992 / 02,01,5177.0,,
1992 / 02,13,4516.8,,
1992 / 02,05,4909.5,,
1992 / 03,01,5505.3,,
1992 / 03,08,3101.3,,
1992 / 03,04,4036.2,,
1992 / 04,13,6021.2,,
1992 / 05,05,6322.2,,
1992 / 05,12,7627.2,,
1992 / 06,10,5458.5,,
1992 / 06,07,6894.9,,
1992 / 06,11,3906.5,,
1992 / 07,07,6824.1,,
1992 / 08,14,3026.9,,
1992 / 10,04,4397.0,,
1992 / 11,08,3952.4,,
1992 / 12,14,3143.9,,
1992 / 12,09,4455.0,,
1993 / 01,13,4965.9,,
1993 / 01,03,4405.9,,
1993 / 01,11,2709.9,,
1993 / 02,03,3782.2,,
1993 / 02,04,3594.2,,
1993 / 02,10,3441.2,,
1993 / 03,14,2875.7,,
1993 / 03,08,3219.9,,
1993 / 03,02,2990.4,,
1993 / 03,12,6574.9,,
1993 / 04,04,4349.0,,
1993 / 05,09,4757.2,,
1993 / 05,07,6383.7,,361.9
1993 / 06,14,3382.4,,
1993 / 06,04,4890.4,,
1993 / 08,11,3305.6,527.4,236.8
1993 / 08,09,4644.4,,
1993 / 09,11,3315.4,568.9,255.6
1993 / 09,14,2800.1,86.2,47.1
1993 / 10,14,2360.2,185.0,123.3
1993 / 11,11,4199.0,615.6,254.9
1993 / 11,06,3158.3,441.9,180.6
1993 / 11,05,5051.9,659.9,381.0
1994 / 01,09,3113.9,373.9,277.3
1994 / 01,07,5150.5,668.2,453.3
1994 / 01,12,5728.5,327.2,432.3
1994 / 01,14,2175.5,169.6,137.9
1994 / 01,05,4136.7,555.7,430.4
1994 / 01,02,2458.4,253.0,187.3
1994 / 03,13,5815.7,728.4,541.1
1994 / 03,05,4736.7,861.0,493.1
1994 / 04,02,2784.9,271.4,181.2
1994 / 05,14,2732.7,186.8,121.7
1994 / 06,09,4460.9,450.8,299.4
1994 / 06,03,4923.8,372.2,264.7
1994 / 07,07,6208.7,804.7,458.6
1994 / 08,11,3715.4,580.1,259.5
1994 / 09,04,3973.7,281.3,212.1
1994 / 10,03,4356.8,304.2,228.9
1994 / 10,05,4782.4,597.0,351.2
1994 / 12,04,4175.1,284.5,223.8
1995 / 01,06,2804.2,366.4,210.4
1995 / 01,12,6470.9,345.0,431.8
1995 / 02,07,4533.5,634.6,376.6
1995 / 02,13,4217.2,433.5,365.5
1995 / 02,04,3337.6,208.0,178.8
1995 / 03,08,3296.2,430.3,229.5
1995 / 03,02,2628.1,270.5,182.8
1995 / 04,11,3179.0,490.9,230.6
1995 / 04,04,3738.0,216.5,196.1
1995 / 04,06,2795.2,298.8,186.3
1995 / 06,01,5666.2,459.2,331.7
1995 / 07,05,4946.1,449.9,405.3
1995 / 07,06,3040.8,277.8,214.1
1995 / 08,08,3641.8,310.7,228.5
1995 / 09,05,4815.5,525.2,382.7
1995 / 09,11,3194.8,597.1,242.6
1995 / 09,03,4458.0,287.5,278.2
1995 / 10,04,4089.6,210.2,205.5
1995 / 10,08,3756.7,382.4,226.5
1995 / 11,09,4309.8,406.2,298.1
1995 / 11,08,4016.0,412.2,215.5
1995 / 12,14,2452.5,171.5,113.4
1995 / 12,13,5317.0,481.2,396.8
1996 / 02,08,2904.7,395.6,217.0
1996 / 02,12,5994.6,340.4,387.5
1996 / 03,14,2616.3,180.7,125.8
1996 / 03,11,2895.2,509.4,238.5
1996 / 03,07,5339.9,762.5,534.9
1996 / 03,05,4611.5,555.9,380.8
1996 / 04,04,4226.8,247.6,205.8
1996 / 04,08,3977.2,410.2,227.1
1996 / 05,13,8032.5,619.9,472.3
1996 / 06,14,3299.6,187.0,122.3
1996 / 06,03,4903.4,307.2,270.7
1996 / 07,13,7555.1,535.0,465.7
1996 / 08,08,4089.0,422.5,223.8
1996 / 08,13,7919.3,598.5,449.7
1996 / 08,05,5152.9,576.6,393.1
1996 / 09,11,3493.8,600.3,236.2
1996 / 09,07,6206.2,891.4,547.2
1996 / 09,10,4291.4,389.2,289.0
1996 / 09,08,3897.3,474.3,219.0
1996 / 10,12,8120.4,414.3,415.1
1996 / 10,13,7195.3,610.8,428.6
1996 / 11,07,6687.6,845.7,548.5
1996 / 12,01,5465.5,512.4,319.2
1996 / 12,03,4697.5,346.1,276.6
1997 / 01,01,5205.3,469.8,345.5
1997 / 02,12,5514.5,340.1,387.2
1997 / 02,04,3527.4,235.9,198.9
1997 / 02,07,4866.0,682.8,483.0
1997 / 03,08,3359.8,433.4,210.8
1997 / 03,09,3618.7,386.9,295.2
1997 / 03,06,2797.0,397.2,173.4
1997 / 05,11,4256.6,630.8,260.2
1997 / 05,01,5664.8,487.5,370.2
1997 / 05,06,3310.2,545.9,239.4
1997 / 05,08,4309.7,465.8,238.5
1997 / 06,10,4619.0,355.4,298.0
1997 / 07,13,7840.7,567.8,485.1
1997 / 08,09,4309.3,390.3,310.9
1997 / 08,07,6532.6,796.0,608.4
1997 / 09,14,2872.9,181.2,126.0
1997 / 09,11,3669.5,603.5,239.3
1997 / 09,05,4894.1,665.7,411.7
1997 / 09,02,2771.4,261.2,187.7
1997 / 10,09,4092.9,600.0,366.0
1997 / 10,08,3883.1,641.8,293.0
1997 / 11,06,3146.0,599.7,264.1
1997 / 12,09,4109.7,606.6,401.2
1998 / 01,04,3940.1,387.9,334.6
1998 / 01,13,5086.4,811.2,612.5
1998 / 01,01,4881.5,805.5,571.9
1998 / 02,11,2377.2,629.6,266.0
1998 / 02,02,2219.0,320.2,237.5
1998 / 03,11,2891.7,669.7,301.7
1998 / 03,08,3396.3,526.4,274.5
1998 / 03,01,4691.8,673.0,484.9
1998 / 03,12,6361.0,481.6,500.9
1998 / 04,03,4528.4,397.3,354.4
1998 / 04,06,2999.7,569.2,293.7
1998 / 05,12,8069.4,546.3,603.6
1998 / 06,09,4375.8,532.7,454.2
1998 / 08,08,3683.1,511.9,286.0
1998 / 08,09,3829.7,508.6,470.7
1998 / 09,10,3963.8,492.8,465.7
1998 / 10,06,3055.6,773.7,351.4
1998 / 11,08,3831.9,570.3,253.5
1998 / 11,05,4412.9,912.9,585.3
1998 / 11,04,3853.8,391.9,327.0
1998 / 12,10,3563.7,556.8,403.7
1998 / 12,04,4091.1,452.2,375.2
1999 / 01,11,2667.1,709.3,336.7
1999 / 01,09,3461.8,544.9,492.0
1999 / 02,07,4699.6,972.6,599.4
1999 / 02,04,3438.4,326.5,308.7
1999 / 04,04,3951.5,358.8,366.8
1999 / 04,03,4381.4,453.3,447.2
1999 / 05,14,2538.8,295.6,282.9
1999 / 05,03,4528.8,431.1,442.9
1999 / 06,07,6964.4,1180.9,809.7
1999 / 07,13,6276.0,785.8,768.0
1999 / 07,07,6102.9,1110.9,777.2
1999 / 07,05,4441.0,879.9,791.9
1999 / 07,14,2776.0,289.6,298.7
1999 / 07,06,2961.7,478.4,284.8
1999 / 08,14,2693.1,280.4,259.2
1999 / 08,12,7322.9,499.5,697.5
1999 / 10,11,3353.5,951.9,405.1
1999 / 10,12,6799.8,698.9,748.7
1999 / 10,03,4530.5,595.9,566.4
1999 / 11,09,3680.6,594.2,525.8
1999 / 12,01,4710.2,937.7,614.5
2000 / 01,01,4324.3,760.1,590.6
2000 / 01,12,5382.4,476.7,651.0
2000 / 01,06,2592.0,573.3,334.1
2000 / 03,10,3485.7,563.0,510.1
2000 / 03,02,2501.0,455.0,376.4
2000 / 04,10,3517.4,544.7,505.2
2000 / 04,12,6386.3,604.6,748.7
2000 / 04,06,2823.5,611.7,337.8
2000 / 05,01,5234.0,823.4,625.6
2000 / 05,05,5101.1,1005.2,747.7
2000 / 05,09,4332.5,594.9,656.2
2000 / 06,02,2678.2,475.3,400.7
2000 / 07,01,4793.4,755.3,603.7
2000 / 07,11,3274.5,715.2,409.1
2000 / 07,03,4750.0,466.6,588.2
2000 / 08,11,3482.8,782.2,416.0
2000 / 09,02,2463.4,434.5,382.9
2000 / 09,14,2561.8,354.9,297.2
2000 / 10,06,2997.3,618.8,355.7
2000 / 10,14,2316.9,311.8,256.1
2000 / 11,08,3168.7,751.9,348.4
2000 / 12,09,3299.7,599.5,523.0
2000 / 12,12,5716.4,680.1,661.3
2001 / 01,14,2156.5,325.5,238.9
2001 / 02,04,3488.8,365.4,380.4
2001 / 02,03,3673.3,422.3,480.2
2001 / 03,06,2791.8,613.3,355.2
2001 / 04,07,6406.1,1062.9,706.1
2001 / 04,03,4447.3,462.2,542.8
2001 / 05,09,4274.0,587.5,674.4
2001 / 05,07,7134.0,1112.0,745.4
2001 / 05,04,4384.4,434.8,477.7
2001 / 06,02,2689.6,482.2,414.8
2001 / 06,04,4329.2,483.7,522.2
2001 / 07,05,4725.3,788.1,792.8
2001 / 08,01,4895.5,761.5,618.5
2001 / 09,06,2896.5,569.1,368.8
2001 / 10,04,4344.6,451.5,459.4
2001 / 11,11,2983.2,782.4,400.1
2001 / 12,13,5705.4,895.1,759.8
2002 / 01,10,3487.7,592.2,563.3
2002 / 01,14,2403.0,318.8,276.2
2002 / 03,07,5635.2,1073.5,663.2
2002 / 03,08,3494.6,583.2,377.1
2002 / 04,10,4069.9,515.3,579.9
2002 / 04,09,4059.8,530.4,628.9
2002 / 05,07,7228.3,1129.9,770.4
2002 / 05,01,5089.9,697.2,612.9
2002 / 05,08,4188.5,580.6,419.7
2002 / 06,12,7914.0,554.2,919.4
2002 / 06,09,4189.9,536.6,669.9
2002 / 07,12,9252.0,425.7,
2002 / 07,01,5707.0,620.2,
2002 / 07,09,5065.7,467.1,
2002 / 08,02,3039.5,395.5,
2002 / 09,09,4830.1,419.7,
2002 / 11,04,4806.4,373.6,
2002 / 11,05,5946.8,879.1,
2002 / 12,13,6264.9,814.1,
2002 / 12,02,3151.6,424.9,
2002 / 12,14,2812.7,296.9,
2003 / 01,13,5563.9,751.3,
2003 / 02,02,2576.1,219.8,
2003 / 03,11,3464.2,680.6,
2003 / 05,09,5127.9,473.3,
2003 / 06,09,5147.0,552.1,
2003 / 06,05,6049.4,917.3,
2003 / 07,05,5983.7,781.1,
2003 / 08,12,9160.5,517.8,
2003 / 08,08,4429.6,551.7,
2003 / 08,02,3135.1,368.5,
2003 / 08,09,4944.1,483.4,
2003 / 09,04,5025.3,414.7,
2003 / 09,08,4542.3,621.6,
2003 / 09,14,3242.4,277.6,
2003 / 10,04,4893.6,383.7,
2003 / 11,12,8201.5,529.6,
2003 / 11,04,4627.2,376.7,
2003 / 11,02,3020.1,386.6,
2003 / 12,13,6383.7,765.3,
2004 / 01,09,3942.0,465.4,
2004 / 02,04,4115.1,370.0,
2004 / 02,07,5978.4,923.5,
2004 / 03,01,5082.9,714.0,
2004 / 03,04,4740.2,346.1,
2004 / 04,07,7121.7,1299.2,570.0
2004 / 04,03,5256.9,528.2,415.1
2004 / 04,04,4571.0,488.5,337.3
2004 / 05,01,4914.5,728.6,480.7
2004 / 05,13,7932.3,859.0,688.3
2004 / 05,02,2859.1,447.3,301.7
2004 / 06,07,8174.2,1232.8,667.5
2004 / 06,03,5979.6,456.2,440.7
2004 / 06,04,5115.0,456.7,359.9
2004 / 07,08,4323.4,640.7,373.6
2004 / 08,09,4847.8,583.7,441.1
2004 / 10,01,4728.3,779.8,481.9
2004 / 12,07,6691.1,1398.3,579.7
2004 / 12,01,4781.1,878.1,500.3
2004 / 12,06,3124.2,696.2,335.6
2005 / 01,13,4694.4,709.7,519.8
2005 / 01,05,4418.9,855.4,549.0
2005 / 03,13,5537.6,853.5,612.8
2005 / 04,05,5316.3,948.2,669.8
2005 / 05,10,4541.7,520.9,438.4
2005 / 06,08,4468.0,652.0,355.2
2005 / 08,11,3593.8,771.3,396.7
2005 / 08,13,7209.9,796.3,724.9
2005 / 09,04,4492.1,466.4,343.4
2005 / 10,13,6552.5,847.5,605.9
2005 / 11,07,6899.8,1164.4,542.7
2005 / 12,08,3787.2,688.8,314.9
2006 / 01,12,6475.6,623.8,587.8
2006 / 01,06,2913.5,569.1,312.8
2006 / 01,03,4773.8,417.5,381.0
2006 / 01,07,6356.2,1203.8,584.6
2006 / 01,02,2753.0,427.1,287.4
2006 / 02,03,4065.4,350.4,317.5
2006 / 03,09,4005.7,523.0,378.0
2006 / 03,01,4566.3,714.6,482.7
2006 / 03,11,3049.8,743.6,350.0
2006 / 05,09,4870.4,529.1,409.3
2006 / 05,01,5032.7,717.1,480.2
2006 / 05,12,8224.8,601.6,599.2
2006 / 06,03,5624.5,506.7,415.4
2006 / 07,11,3801.8,716.2,395.9
2006 / 07,05,5422.7,820.0,621.5
2006 / 07,03,5480.3,423.7,399.2
2006 / 07,10,4674.5,539.1,486.8
2006 / 07,14,3474.0,290.4,234.0
2006 / 08,07,7222.2,1273.4,599.9
2006 / 08,03,5497.5,446.8,397.9
2006 / 08,02,2881.9,421.7,281.3
2006 / 09,06,3142.8,622.0,291.5
2006 / 09,10,4228.6,545.2,407.7
2006 / 10,06,3080.0,575.5,273.4
2006 / 11,04,4523.2,456.6,290.9
2006 / 12,01,4483.8,747.4,444.8
2006 / 12,06,2870.1,611.3,268.8
2006 / 12,05,4843.8,990.2,549.8
2007 / 01,04,4389.7,407.8,298.6
2007 / 02,08,2788.3,452.9,265.1
2007 / 02,01,3797.2,580.9,416.9
2007 / 02,02,2330.2,331.6,221.2
2007 / 03,10,3476.0,547.6,379.1
2007 / 03,03,4766.4,507.1,364.7
2007 / 04,12,6551.6,575.3,537.2
2007 / 05,13,7200.1,771.6,653.0
2007 / 06,09,4595.5,583.1,406.9
2007 / 06,04,4566.6,436.9,308.7
2007 / 06,02,2818.2,434.9,268.6
2007 / 07,09,4622.9,555.2,406.0
2007 / 07,07,7257.6,1153.2,586.8
2007 / 07,02,2918.1,393.8,268.5
2007 / 08,09,4650.4,570.2,408.5
2007 / 08,14,3191.0,293.2,218.2
2007 / 09,07,6289.8,1093.0,540.7
2007 / 09,09,4111.5,494.1,366.7
2007 / 09,08,3609.8,550.3,306.9
2007 / 09,02,2659.6,387.8,247.5
2007 / 10,07,7055.8,1171.0,561.7
2007 / 11,01,4558.1,684.3,466.6
2007 / 12,14,2625.9,288.3,185.0
2007 / 12,01,4597.7,737.5,461.6
2008 / 01,02,2728.7,422.7,285.5
2008 / 01,05,4851.5,905.9,632.3
2008 / 02,06,2455.2,464.1,270.8
2008 / 04,05,5063.9,813.3,557.6
2008 / 05,04,4510.5,399.2,290.9
2008 / 05,02,2820.3,401.8,261.1
2008 / 05,03,4973.1,470.0,388.1
2008 / 05,12,7552.1,562.9,573.3
2008 / 06,13,6218.1,690.6,617.4
2008 / 07,11,3437.0,668.0,386.9
2008 / 07,10,4342.9,502.9,443.3
2008 / 07,03,5105.7,418.1,393.9
2008 / 08,05,4904.6,867.4,568.6
2008 / 09,07,6786.8,1046.8,551.5
2008 / 09,03,4873.4,419.9,366.3
2008 / 09,02,2776.9,398.2,260.4
2008 / 10,02,2739.7,389.7,279.1
2008 / 11,12,6081.1,462.8,481.0
2008 / 12,06,2878.2,544.5,309.4
2009 / 01,02,2545.8,394.4,310.1
2009 / 02,02,2255.8,304.7,258.2
2009 / 02,03,3846.3,325.6,334.2
2009 / 03,02,2552.7,329.9,275.9
2009 / 03,10,3261.4,399.1,367.1
2009 / 04,14,2826.1,250.3,207.0
2009 / 05,10,4143.6,454.2,378.5
2009 / 06,02,2963.1,429.9,303.8
2009 / 06,03,5288.7,429.4,406.3
2009 / 07,11,3498.8,566.3,395.7
2009 / 07,13,6565.1,646.4,718.9
2009 / 07,03,5327.3,423.4,438.5
2009 / 10,02,2733.7,377.0,280.5
2009 / 11,07,6749.5,852.4,489.6
2009 / 11,11,3692.3,546.0,291.8
2009 / 11,06,2973.8,408.8,244.6
2009 / 11,03,4610.3,344.7,314.1
2010 / 01,03,4322.2,397.8,388.3
2010 / 01,13,4217.4,576.5,562.5
2010 / 02,11,1989.0,407.8,253.0
2010 / 02,06,2048.6,320.7,225.1
2010 / 03,13,5470.5,642.9,612.8
2010 / 03,11,3154.6,631.7,376.3
2010 / 04,01,4218.2,560.7,432.9
2010 / 04,13,5712.7,587.4,571.2
2010 / 04,10,3859.8,422.7,371.0
2010 / 05,06,2732.6,419.2,266.9
2010 / 05,09,4258.2,438.7,366.1
2010 / 06,11,3544.1,635.6,361.8
2010 / 07,05,5126.3,674.6,567.5
2010 / 07,07,6739.2,914.9,571.1
2010 / 07,11,3191.2,553.3,335.2
2010 / 08,06,2893.2,434.3,265.3
2010 / 09,12,6814.5,517.4,587.6
2010 / 09,08,3737.6,516.0,329.9
2010 / 10,07,6512.4,939.4,533.4
2011 / 01,13,4310.4,481.2,493.6
2011 / 01,12,5603.9,414.9,476.0
2011 / 02,14,2520.9,231.3,189.3
2011 / 02,12,5584.4,504.8,552.8
2011 / 02,01,4022.9,575.4,466.4
2011 / 03,10,3606.0,444.3,369.9
2011 / 03,01,4268.9,605.9,452.6
2011 / 05,01,4338.7,584.5,425.9
2011 / 05,04,4423.4,319.7,249.2
2011 / 06,12,7836.4,540.8,609.5
2011 / 06,04,4732.0,406.2,290.6
2011 / 06,13,6503.0,634.2,608.7
2011 / 07,01,4144.6,532.0,425.6
2011 / 08,14,3659.4,237.3,190.5
2011 / 08,11,3713.4,555.1,343.5
2011 / 08,03,5383.1,392.2,366.4
2011 / 09,02,2813.2,376.2,268.1
2011 / 10,04,4304.7,332.8,258.9
2011 / 10,13,5320.5,551.8,525.1
2011 / 10,06,2820.2,434.7,266.3
2012 / 01,02,2570.1,384.1,292.9
2012 / 01,14,2631.2,231.5,188.1
2012 / 03,07,5904.1,817.9,502.3
2012 / 05,08,3994.5,516.9,337.2
2012 / 06,14,3480.5,262.9,219.9
2012 / 06,11,3369.7,575.2,332.5
2012 / 06,04,4535.7,378.1,276.6
2012 / 07,08,3746.6,464.7,319.9
2012 / 07,09,4236.4,427.6,379.5
2012 / 08,05,5315.1,688.5,542.4
2012 / 10,03,4683.2,350.1,311.9
2012 / 10,02,2741.8,347.7,236.1
2012 / 12,10,4309.9,453.6,329.6
2012 / 12,09,3976.5,490.3,352.4
2012 / 12,04,4161.0,374.9,252.2
2013 / 02,04,3554.7,291.0,241.3
2013 / 02,02,2356.3,305.0,235.3
2013 / 02,09,3173.8,352.5,307.6
2013 / 02,12,4833.7,380.3,458.0
2013 / 03,12,5625.9,448.8,524.0
2013 / 03,03,4212.1,354.6,328.3
2013 / 04,02,2753.5,339.2,250.2
2013 / 04,03,4675.6,337.2,326.6
2013 / 06,02,2829.8,386.8,275.1
2013 / 06,13,6184.9,578.4,655.4
2013 / 06,12,7336.9,505.0,623.6
2013 / 06,09,4336.7,469.8,406.7
2013 / 07,14,4099.6,242.3,199.8
2013 / 07,08,4018.1,497.7,364.9
2013 / 07,03,5233.5,379.0,391.4
2013 / 07,01,4497.2,574.9,492.4
2013 / 07,04,4661.2,365.9,307.9
2013 / 08,13,5712.1,561.5,639.2
2013 / 08,08,3729.4,505.1,331.3
2013 / 09,01,4027.5,544.9,443.6
2013 / 09,09,3893.3,408.6,371.4
2013 / 10,06,2883.7,418.4,276.4
2013 / 10,09,4031.8,414.4,377.6
2013 / 10,03,4730.2,370.4,357.4
2013 / 11,12,6135.1,427.3,518.1
2013 / 11,03,4483.7,359.4,334.6
2013 / 11,07,6510.4,805.1,482.4
2014 / 01,05,4407.7,695.3,630.5
2014 / 01,12,5371.9,472.4,620.1
2014 / 02,13,3438.8,405.2,490.2
2014 / 02,04,3399.9,281.6,257.8
2014 / 02,06,2228.7,345.9,262.2
2014 / 02,10,2636.5,325.9,329.2
2014 / 03,10,3302.9,361.7,360.3
2014 / 05,10,4448.7,416.8,381.9
2014 / 09,09,4040.0,427.7,385.6
2014 / 10,07,6679.7,854.2,569.1
2014 / 10,06,2853.2,445.4,293.3
2014 / 11,03,4369.9,327.5,316.5
2014 / 11,10,3506.8,357.4,316.4
2014 / 12,12,6864.1,592.9,677.6
2014 / 12,03,5072.0,450.3,410.7
2014 / 12,05,5081.1,849.6,657.6
2014 / 12,02,3006.8,488.1,333.2
2015 / 01,12,5272.5,399.7,552.6
2015 / 01,06,2509.6,376.7,281.4
2015 / 02,07,4835.3,753.7,577.6
2015 / 03,04,4018.9,316.9,286.8
2015 / 04,13,5310.3,518.4,617.1
2015 / 05,12,7163.0,462.1,648.2
2015 / 06,06,3019.7,449.6,313.3
2015 / 06,12,7689.7,551.6,726.9
2015 / 06,10,4392.1,450.1,435.9
2015 / 06,11,3439.0,585.6,419.1
2015 / 07,14,3680.2,247.8,226.2
2015 / 07,08,3971.9,497.4,368.8
2015 / 09,02,2961.7,415.1,328.8
2015 / 09,04,4271.7,345.4,321.3
2015 / 10,10,3571.0,395.8,381.9
2015 / 11,08,3802.2,446.2,312.9
2015 / 12,08,3792.8,614.0,387.6
2015 / 12,05,4935.8,900.1,745.3
2016 / 01,08,3092.3,404.9,297.3
2016 / 01,10,2751.2,346.9,366.4
2016 / 02,13,3952.6,524.8,670.8
2016 / 03,02,2912.9,409.5,346.3
2016 / 03,07,6315.5,784.1,656.1
2016 / 04,01,3836.2,540.7,559.7
2016 / 04,05,4566.6,626.6,669.3
2016 / 04,03,4620.7,371.7,416.0
2016 / 04,06,2717.5,422.1,330.4
2016 / 05,06,2833.8,399.1,314.1
2016 / 05,05,4830.3,615.9,656.2
2016 / 05,03,4956.4,347.8,404.9
2016 / 07,13,5765.8,546.7,792.8
2016 / 07,03,5105.6,397.1,452.9
2016 / 08,02,3092.8,428.5,358.4
2016 / 09,01,3916.2,570.7,560.7
2016 / 09,04,4016.6,356.4,382.1
2016 / 09,08,3770.6,517.5,387.8
2016 / 10,03,4871.2,377.3,415.6
2016 / 10,09,4029.2,448.1,466.8
2016 / 10,10,3425.9,400.4,432.4
2016 / 11,01,3975.3,583.0,568.1
2016 / 11,04,3962.9,330.5,342.6
2016 / 11,12,6385.3,487.9,687.3
2016 / 12,11,2558.3,643.9,444.6
2016 / 12,01,3906.3,712.2,612.7
2016 / 12,09,3945.6,553.5,524.5
2017 / 01,02,2836.2,442.5,389.7
2017 / 02,07,5316.2,671.0,562.4
2017 / 02,13,3857.3,417.6,565.2
2017 / 03,09,3590.7,388.1,457.0
2017 / 03,06,2640.8,405.5,339.7
2017 / 04,07,6331.7,798.6,675.2
2017 / 04,02,2807.7,383.7,351.9
2017 / 06,01,4194.1,612.0,585.5
2017 / 08,07,7058.9,808.7,694.6
2017 / 08,13,6065.8,487.4,837.5
2017 / 08,02,3076.8,411.9,393.9
2017 / 09,01,3795.3,560.5,567.4
2017 / 10,08,3407.9,431.8,392.5
2017 / 11,03,4900.2,389.0,454.3
2017 / 11,01,3963.2,592.1,576.1
2017 / 11,12,6290.7,474.6,730.9
2017 / 12,07,5819.9,895.8,668.1
2018 / 01,13,4447.8,504.8,716.4
2018 / 01,11,2429.9,526.0,438.0
2018 / 03,13,4432.6,474.4,669.3
2018 / 03,01,3725.7,573.4,583.6
2018 / 03,10,3090.8,372.5,435.3
2018 / 04,11,2588.5,453.4,408.9
2018 / 05,13,5688.7,524.2,815.5
2018 / 05,02,3219.4,450.2,390.9
2018 / 05,01,4247.8,590.9,585.9
2018 / 06,05,5011.8,644.2,754.6
2018 / 07,10,4049.9,393.4,519.9
2018 / 09,11,2865.2,488.3,414.6
2018 / 10,01,4215.3,622.9,633.1
2018 / 11,07,6548.4,865.9,703.3
2018 / 11,10,3911.1,387.1,491.1
2018 / 12,09,3666.1,487.0,494.5
2018 / 12,11,2758.5,517.3,400.2
2019 / 01,11,2549.8,535.0,460.8
2019 / 01,03,4646.6,382.3,505.2
2019 / 02,12,5185.9,393.2,676.5
2019 / 02,04,3363.3,282.0,345.5
2019 / 03,12,5821.4,436.8,752.8
2019 / 03,06,2536.9,382.5,337.5
2019 / 03,13,4247.7,423.9,696.3
2019 / 03,11,2441.5,424.0,386.4
2019 / 03,09,3433.4,399.5,473.4
2019 / 04,05,4838.4,594.9,707.5
2019 / 05,13,5915.9,518.4,817.2
2019 / 06,13,5522.0,499.8,859.3
2019 / 06,06,2733.7,403.0,344.3
2019 / 07,06,3019.5,417.5,367.5
2019 / 08,05,4719.6,605.8,750.9
2019 / 09,04,3933.2,303.6,409.4
2019 / 10,04,3792.3,310.2,428.3
2019 / 11,12,5998.8,404.2,743.1
2019 / 11,04,3961.7,298.4,394.8
2019 / 11,06,2718.8,385.2,340.6
2019 / 11,03,4719.3,331.9,438.8
2019 / 12,11,2859.3,561.2,461.2
2020 / 01,03,4658.7,410.6,540.7
2020 / 01,07,6075.7,843.4,788.1
2020 / 01,11,2615.7,497.4,456.6
2020 / 01,04,3990.8,383.7,487.1
2020 / 03,05,4562.3,594.1,762.2
2020 / 04,06,2609.8,390.7,452.9
2020 / 04,08,3384.3,430.1,468.7
2020 / 04,12,6478.1,444.2,958.4
2020 / 05,05,5577.8,601.6,1009.0
2020 / 05,14,3537.2,285.6,370.7
2020 / 05,06,2924.6,412.3,442.4
2020 / 06,10,4817.9,442.3,814.7
2020 / 06,11,3693.3,533.5,592.0
2020 / 07,01,4669.5,696.7,764.7
2020 / 07,06,3249.2,465.8,459.0
2020 / 07,10,4804.9,428.4,773.2
2020 / 07,12,8575.7,628.8,1250.5
2020 / 08,03,5808.5,427.5,635.4
2020 / 08,05,5638.6,602.9,860.4
2020 / 08,14,3911.9,285.1,362.1
2020 / 09,02,3434.5,475.1,465.3
2020 / 09,01,4416.9,675.1,723.6
2020 / 09,05,5552.1,647.6,867.9
2020 / 09,08,4266.4,489.9,468.4
2020 / 09,09,4600.2,428.0,748.1
2020 / 10,05,5371.9,689.8,856.5
2020 / 10,04,4289.6,386.8,653.2
2020 / 10,11,3416.8,485.9,496.0
2020 / 12,06,2966.4,523.1,467.1
2020 / 12,14,3341.4,322.1,329.0
2021 / 01,01,3895.6,677.0,715.3
2021 / 02,01,3376.2,563.1,591.7
2021 / 02,11,2216.6,370.1,369.8
2021 / 03,11,3110.5,469.0,481.4
2021 / 03,12,7119.8,544.6,952.0
2021 / 04,12,7389.6,546.4,962.2
2021 / 05,05,5140.9,581.9,738.2
2021 / 06,04,4647.1,379.4,676.0
2021 / 07,12,8474.3,597.5,1064.7
2021 / 07,01,4427.0,667.7,641.5
2021 / 07,04,4554.2,388.8,687.7
2021 / 07,09,4564.9,481.9,617.1
2021 / 08,03,5233.7,351.4,485.6
2021 / 08,09,4420.7,462.2,572.3
